Kanji	Field	OldValue	NewValue	Comment
# Default values for primitives from shadow version of Migaku kanji db excel sheet
桧	primitives		木会
棲	primitives		木妻
栖	primitives		木西
桔	primitives		木吉
杜	primitives		木土
梶	primitives		木尾
杵	primitives		木午
櫓	primitives	木魯	木魚日
橿	primitives	木畺	木一田一田一
杓	primitives		木勺
棉	primitives	木帛	木白巾
楯	primitives		木盾
榎	primitives		木夏
樺	primitives		木華
槍	primitives		木倉
柘	primitives		木石
枇	primitives		木比
橇	primitives	木毳	木毛毛毛
槃	primitives		般木
栞	primitives	幵木	干干木
椰	primitives	木耶	木耳⻏
檀	primitives	木亶	木亠回旦
樗	primitives	木雩	木雨一丂
椙	primitives		木昌
彬	primitives	林彡	木杉
桶	primitives	木甬	木マ用
楕	primitives		木左肉
樒	primitives		木密
毬	primitives		毛求
燿	primitives	火翟	火羽隹
燎	primitives		火尞
炬	primitives		火巨
灸	primitives		久火
煽	primitives		火扇
煤	primitives		火某
煉	primitives	火柬	火東
燦	primitives	火粲	火卜夕又米
灼	primitives		火勺
烙	primitives		火各
焔	primitives		火勹旧
烹	primitives	亨火	高了火
牝	primitives		牛匕
牡	primitives		牛土
琳	primitives		王林
琉	primitives	王㐬	王𠫓川
瑳	primitives		王差
珊	primitives		王冊
玖	primitives		王久
畦	primitives		田圭
痒	primitives		疒羊
痰	primitives		疒炎
疹	primitives	疒㐱	疒𠆢彡
痔	primitives		疒寺
眸	primitives		目牟
雉	primitives		矢隹
矩	primitives		矢巨
碇	primitives		石定
硯	primitives		石見
砥	primitives		石氐
碍	primitives	石㝵	石旦寸
碩	primitives		石頁
砺	primitives		石厂万
碓	primitives		石隹
禦	primitives		御示
祷	primitives		示寿
祇	primitives		示氏
祢	primitives	示尓	示𠂉小
禎	primitives		示貞
秤	primitives		禾平
禿	primitives		禾儿
稗	primitives		禾卑
穣	primitives		禾㐮
穆	primitives		禾泉彡
窺	primitives		穴規
窄	primitives		穴乍
穿	primitives		穴牙
竃	primitives		穴土日亀
竪	primitives	臤立	臣又立
颯	primitives		立風
站	primitives		立占
妾	primitives		立女
袷	primitives		衤合
袴	primitives	衤夸	衤大一丂
襖	primitives	衤奧	衤奥丿
笙	primitives		竹生
簾	primitives		竹廉
箪	primitives		竹単
箆	primitives	竹冂人比	竹冂𠆢比
箔	primitives		竹泊
笥	primitives		竹司
箭	primitives		竹前
筑	primitives	竹巩	竹工凡
纂	primitives		竹目大糸
竺	primitives		竹二
箕	primitives		竹其
笈	primitives		竹及
簸	primitives		竹其皮
粕	primitives		米白
糟	primitives		米曹
籾	primitives	米刄	米刃
糠	primitives		米康
粟	primitives		西米
綸	primitives	糸侖	糸亼冊
緋	primitives		糸非
綜	primitives		糸宗
絢	primitives		糸旬
紬	primitives		糸由
綺	primitives		糸奇
絃	primitives		糸玄
綬	primitives		糸受
聘	primitives	耳甹	耳由丂
耽	primitives		耳冘
蚤	primitives		又丶丶虫
蟄	primitives		執虫
蝿	primitives	虫日亀	虫亀
蟻	primitives		虫義
蝋	primitives	虫鼠	虫⺍几[cornstalk]
蛸	primitives		虫肖
螺	primitives		虫累
蝉	primitives		虫単
蛙	primitives		虫圭
蛾	primitives		虫我
蛤	primitives		虫合
蛭	primitives		虫至
蛎	primitives		虫厂万
罫	primitives	罒卦	罒圭卜
袈	primitives		加衣
詢	primitives		言旬
諄	primitives		言享
讐	primitives		隹隹言
諌	primitives		言東
諒	primitives		言京
讃	primitives		言賛
訣	primitives		言夬
誼	primitives		言宜
謬	primitives	言翏	言羽𠆢彡
訝	primitives		言牙
誹	primitives		言非
謂	primitives		言胃
註	primitives		言主
譬	primitives		辟言
轟	primitives	車	車車車
輔	primitives		車甫
輻	primitives		車畐
輯	primitives	車咠	車口耳
豹	primitives		豸勺
賎	primitives		貝㦮
贖	primitives		貝賣
躓	primitives		足質
蹄	primitives		足帝
蹟	primitives		足責
跨	primitives	足夸	足大一丂
跪	primitives		足危
醍	primitives		酉是
醐	primitives	酉胡	酉古月
醇	primitives		酉享
麹	primitives	麦匊	麦勹米
釦	primitives		金口
銚	primitives		金兆
鋤	primitives		金助
鋸	primitives		金居
錐	primitives		金隹
鍬	primitives		金秋
鋲	primitives		金兵
錫	primitives		金易
錨	primitives		金苗
鑓	primitives		金遣
鋒	primitives	金夆	金夂丰
鎚	primitives		金追
鉦	primitives		金正
鍾	primitives		金重
鋏	primitives	金夾	金大从
閃	primitives		門人
悶	primitives		門心
閤	primitives		門合
雫	primitives		雨下
翰	primitives	𠦝人羽	𠦝𠆢羽
斡	primitives	𠦝人斗	𠦝𠆢斗
鞍	primitives		革安
鞭	primitives		革便
鞘	primitives		革肖
靭	primitives		革刃
鞠	primitives	革匊	革勹米
顛	primitives		真頁
穎	primitives		匕禾頁
頗	primitives		皮頁
頌	primitives		公頁
頚	primitives		圣頁
餐	primitives	歺又食	卜夕又食
蝕	primitives		食虫
飴	primitives		食台
駕	primitives		加馬
騨	primitives		馬単
駁	primitives	馬爻	馬乂乂
駈	primitives		馬丘
驢	primitives	馬盧	馬虎田皿
鰻	primitives		魚曼
鯛	primitives		魚周
鰯	primitives		魚弱
鱒	primitives		魚尊
鮭	primitives		魚圭
鮪	primitives		魚有
鮎	primitives		魚占
鯵	primitives		魚参
鱈	primitives		魚雪
鮫	primitives		魚交
鰹	primitives		魚堅
鰍	primitives		魚秋
鰐	primitives	魚咢	魚口口一丂
鮒	primitives		魚付
鮨	primitives		魚旨
鰭	primitives	魚耆	魚老日
鴎	primitives		区鳥
鵬	primitives		朋鳥
鸚	primitives		嬰鳥
鵡	primitives		武鳥
鷺	primitives		路鳥
鳶	primitives		弋鳥
梟	primitives	木	鳥木
麒	primitives		鹿其
舅	primitives		臼男
鑿	primitives	丵臼殳金	並丨臼殳金
艘	primitives	舟叟	舟臼丨又
瞑	primitives		目冥
暝	primitives		日冥
朔	primitives	屰肉	屰月
彗	primitives	丰彐	丰丰ヨ
慧	primitives		彗心
爾	primitives	一八冂丨爻爻	丁八冂叕
兇	primitives		凶儿
靄	primitives		雨謁
劫	primitives		去力
歎	primitives	廿口夫欠	𦰩欠
翠	primitives		羽卒
黛	primitives		代黒
鼎	primitives	目	目片
鹵	primitives	卜囗乂丶	卜囗乂丶丶丶丶
鹸	primitives		鹵㑒
牌	primitives		片卑
齟	primitives		齒且
齬	primitives		齒吾
秦	primitives	三人禾	𡗗禾
耀	primitives	光翟	光羽隹
夷	primitives		大弓
嚢	primitives	一中冖八井	十中冖八[celery]𧘇
欣	primitives		斤欠
毅	primitives	豙殳	立豕殳
斯	primitives		其斤
匡	primitives		匚王
肇	primitives		戸攵聿
麿	primitives		麻呂
叢	primitives	丵取	並土取
肴	primitives		乂有
斐	primitives		非文
翫	primitives		習元
套	primitives		大長
叛	primitives		半反
叡	primitives	睿又	卜冖一谷目又
酋	primitives	八酉	丷酉
鴬	primitives	⺍冖鳥	[schoolhouse]鳥
赫	primitives	赤	赤赤
臥	primitives		臣人
甥	primitives		生男
瓢	primitives		票瓜
琵	primitives	玨比	王王比
琶	primitives	玨巴	王王巴
叉	primitives		又丶
乖	primitives		千北
圃	primitives		囗甫
疏	primitives	疋㐬	疋𠫓川
膏	primitives		高肉
魁	primitives		鬼斗
馨	primitives	殸香	声殳香
瞥	primitives		敝目
睾	primitives	丿睪	丿罒幸
巫	primitives		工从
奎	primitives		大圭
皓	primitives		白告
黎	primitives	禾勹丿人水	禾勹丿𠆢米
祟	primitives		出示
甦	primitives		更生
剪	primitives		前刀
躾	primitives		身美
夥	primitives		果多
鼾	primitives		鼻干
陀	primitives	阜它	⻖宀匕
糎	primitives		米厘
噸	primitives		口頓
哩	primitives		口里
浬	primitives		水里
吋	primitives		口寸
呎	primitives		口尺
梵	primitives		林凡
薩	primitives		艹⻖産
唖	primitives		口亜
牟	primitives		厶牛
迦	primitives		辶加
珈	primitives		王加
琲	primitives		王非
檜	primitives		木會
轡	primitives	糸車口	糸車糸口
伍	primitives		人五
什	primitives		人十
萬	primitives		艹禺
邁	primitives		辶萬
燭	primitives	火蜀	火罒勹虫
逞	primitives		辶呈
燈	primitives		火登
薗	primitives		艹園
鋪	primitives		金甫
嶋	primitives		山鳥
峯	primitives	山夆	山夂丰
寵	primitives		宀龍
聾	primitives		龍耳
慾	primitives		欲心
脛	primitives	肉巠	肉一川工
勁	primitives	巠力	一川工力
祀	primitives		示巳
祓	primitives	示友丶	示犬丿
躇	primitives		足著
壽	primitives	士工一吋	士一工一口吋
躊	primitives		足壽
饅	primitives		食曼
嘔	primitives		口區
鼈	primitives		敝黽
曽	primitive_alternatives		曾
# primitive alternatives from  RTK 3 chapter 6
会	primitive_alternatives		會
## Errata and additions to default values above. Also many separate fixes included
長	primitive_keywords		hair, mane
回	primitive_keywords		rotation
少	primitives	小丶丿	小丶
夜	heisig_comment		Editor's note: There should be indeed the 'evening' primitive present: The (insert here your favourite protagonist) doesn't often go spend the <b>night</b> out, but when he (she) does, he dresses up and puts on the <i>top hat</i>.  It's a blast, and the <i>evening</i> passes by quickly until it's over (underlined by that one extra diagonal slope across the 'evening')
単	primitives	小田十	⺍田十
久	primitive_keywords		mummy
久	heisig_story	This character uses the diagonal sweep of the second stroke to double up for <i>bound up</i> and a <i>person</i>. Think of a mummy, and the key word will not be far behind.	This character uses the diagonal sweep of the second stroke to double up for <i>bound up</i> and a <i>person</i>. Think of a <b>mummy</b>, and the key word will not be far behind.
求	primitives	一丶米	弋米
厳	primitives	小厂敢	⺍厂敢
叉	heisig_comment		This character, incidentally, is used in the word for “tuning fork.”
龍	heisig_comment		The older form 龍 (1.536) was actually learned in vol. 1 in connection with the character for attack 襲 (1.2025), and will appear in the following frame as well. This older form is still used widely today. In addition to the new characters in the following two frames, note the following example also already learned: 瀧 (old form) vs 滝 (modern abbreviation)
那	heisig_story	<i>Sword</i> . . . <i>two</i> . . . <i>city walls</i>. Used classically to indicate an <b>interrogative</b> part of speech, this character is used chiefly now for its sound.	<u>Sword</u> . . . <u>two</u> . . . <i>city walls</i>. Used classically to indicate an <b>interrogative</b> part of speech, this character is used chiefly now for its sound.
那	heisig_comment		Editor's note: This is a phonetic character. The signal primitive providing the sound is underlined.
綾	primitives	糸夌	糸圥夂
添	primitives	水天心	水夭心
添	heisig_story	Water . . . heavens . . . valentine.	Water . . . witch . . . valentine.
輸	primitives	車亼刖	車[butchers]
凛	primitives	冫禀	冫亠回示
亀	heisig_comment	When this kanji is abbreviated to its bottom half ([eel]), it takes the primitive meaning of an eel. When only the first two strokes are omitted ([bucket_of_eels), it will mean a bucket of eels. Examples of this latter will not appear until Vol. 3.	When this kanji is abbreviated to its bottom half ([eel]), it takes the primitive meaning of an eel. When only the first two strokes are omitted ([bucket_of_eels], it will mean a bucket of eels. Examples of this latter will not appear until Vol. 3.
冴	heisig_comment		The sense of this key word is broad enough to include “bright,” “clear,” and “on one’s toes.”
嶋	heisig_story		mountain . . . bird. [14]
嶋	heisig_comment		The alternate form is used mainly in names. It differs from the stan- dard form 島 only in the positioning of the mountain.
塞	heisig_comment		Editor's note: Compare to 'cold' (#1526 寒)
哉	heisig_comment		The sense of the key word is as in sentences such as “I wonder when it will arrive.” The character, however, is used now only in poetry and names.
鷹	primitives	广鳥	广人隹鳥
餌	heisig_story	<i>Food</i> . . . <i>ear</i>. The sense of the key word here is that of bait or <b>feed</b> for animals.	<i>Food</i> . . . <i>ear</i>.
餌	heisig_comment		The sense of the key word here is that of bait or <b>feed</b> for animals.
卿	primitives	卽	艮卯
卿	heisig_story		silver in the middle of . . . the sign of the hare. [12]
瑚	primitives	王胡	王古月
亮	primitives	亠口冖儿	高冖儿
儲	heisig_comment		If it helps, you can also read the primitives as believe . . . puppet.
愉	primitives	心亼刖	心[butchers]
萬	heisig_story		flower . . . Talking Cricket. [18]
萬	heisig_comment		This is also used in documents, but is more common as a character in its own right. When it appears as a primitive forming a part of other characters, it is normally abbreviated to the form 万. In addition to the new character in the following frame, note the following examples:  蠣 and 勵 (old forms) vs 蛎 and 励 (modern abbreviations)
叱	primitives	口匕	口七
兎	primitives		丶日儿丶
瑞	primitives	王耑	王山而
耶	heisig_comment		The key word here was used classically for general exclamation.
爺	primitives	父耶	父耳⻏
遥	primitives	爪缶辶	[condor]辶
巴	heisig_comment		The primitive meaning learned in vol. 1, mosaic, is close to the mean- ing of the original character here, which is the shape of a “comma” used in heraldic designs, the most familiar of which has 3 “commas” swirling around each other. (If it is any help in remembering the character, one of the older meanings is an “elephant-eating snake.”) [4]
雀	heisig_comment		The last stroke of few doubles up with the first stroke of turkey.
膝	heisig_comment		Compare the right side of this character with 漆 (1.932).
惚	primitives	心忽	心勿心
傭	primitives		人庸
燈	heisig_story		fire . . . ascend. [16]
燈	heisig_comment		The primitive at the right of this character is generally, though not always, abbreviated today as 灯 (1.165). The older form of the primitive to the right is still standard in other characters, such as 澄 (1.1704).
刹	heisig_story	The key word here is the noun meaning "a breif moment." Its elements: <i>sheaf</i> . . . <i>tree</i> . . . <i>saber</i>.	The key word here is the noun meaning "a brief moment." Its elements: <i>sheaf</i> . . . <i>tree</i> . . . <i>saber</i>.
伍	heisig_comment		This character, originally meaning a group of 5 persons, is now used as an alternate form of the character 五, mainly in official documents.
僅	primitives	人廿口龶	人[cabbage]
郁	primitives		有⻏
脊	primitives	人𠆢二二肉	𠆢[i_ching]月
脊	heisig_comment	Editors note: It seems the first element here is in fact <i>person 人<i/> instead of <i>umbrella 𠆢<i/> but keeping both references.	Editors note: It seems the first element here is in fact <i>person 人<i/> instead of <i>umbrella 𠆢<i/> so listing the former as an alternative primitive.
爽	primitives	大乂乂乂乂	大爻爻
鏑	primitives		金啇
苺	heisig_story		flowers . . . mother. [8]
苺	heisig_comment		Note that the element for mother is written in its full form, not the normal abbreviated form it usually takes when used as a primitive. To help remember this, think of the original pictographic image of the “two breasts of the mother.”
夾	primitives		大从
燕	heisig_story		twenty . . . two people back to back . . . mouth . . . oven-fire.
燕	heisig_comment		The swallow referred to here is the bird. [16]
巾	heisig_comment		If we allow the full range of original meanings for the English word towel, which includes cleaning cloths, covering cloths, and strips of cloth used in clothing, we can keep the primitive meaning for the key word here. [3]
棘	heisig_comment		This character is no different in meaning from the character already learned for thorn 刺 (1.417). The only difference in writing is the repetition of the element composed of tree and belt. (Incidentally, that element on its own 朿 has the same meaning of thorn, though it is far less commonly seen.) [12]
胡	heisig_story		old . . . moon. [9]
胡	heisig_comment		This character referred in China to foreigners, especially those to the north and south of the “civilized” peoples who controlled the meaning of the characters. See frame 2881 (夷 ebisu) for the Japanese equivalent.
弄	primitives	玉开	王开
弄	heisig_story	Jewel . . . two hands.	King . . . two hands.
夷	heisig_story		great . . . bow. [6] (Editor's note: The stroke order actually insinuates one... bow.. person...)
夷	heisig_comment		<b>Ebisu</b> is a Japanization of the Ainu word <i>enchu</i> which means “person.” In former times, it was used to mean any of the “uncivilized” people living north of the area of present-day Tokyo.
淵	heisig_story		On the left is the water and on the right a combination of the character for one-sided and its mirror image joined by a single stroke. Think of it as a hanging rope-bridge strung perilously across the abyss. [12] The newer form for this character is 渕, which was learned above in frame 2325.
玖	heisig_story		jewel . . . mummy. [7]
玖	heisig_comment		The key word jet refers to the dark black lignite whose susceptibility to high polish makes it popular in ornamentation (and which also gives us the phrase “jet-black”).
麟	heisig_comment		The camelopard is a motley-colored mythical creature from Chinawith the body of a deer, the tail of a cow, and the crest and claws of abird.
壕	heisig_comment		Compare 濠 (frame 2306).
莫	heisig_comment		The key word here is meant to suggest the “Thou shalt” and “Thou shalt not” of the commandments. [10]
噌	heisig_story		mouth . . . increase. [14]
噌	heisig_comment		Miso is the fermented soybean paste commonly used in Japanese cooking as a base for soups and stews. Editor's note: The right side looks very different depending on the font and source. Heisig's book uses here the simpler form of 'increase' 曽 primitive but the miso kanji    seems to be using more archaic 曾 which has 'eight' instead of 'animal horns' and the 'rice field' is more complex as well.
箋	heisig_comment		The standard abbreviation one would have expected here—and which is likely to appear in official lists in the years ahead—appears in the fol- lowing examples of common newer forms you already know: 踐,棧,錣,賤 (old forms) vs 践, 桟, 銭, 賎 (modern abbreviations).
牽	primitives	玄牛	玄冖牛
牽	heisig_story		mysterious . . . crown . . . cow. [11]
牽	heisig_comment		Write the crown after the first stroke of that for mysterious.
逢	primitives	夂三丨辶	夂丰辶
諭	primitives	言亼刖	言[butchers]
煉	heisig_comment		Editor's note: Here the right part is the alternate form 柬 or 'east' (東)
逞	heisig_story		display . . . road. [11]
逞	heisig_comment		Note that, as in the previous frame, the element for road has an extra stroke generally omitted in more common characters. When writing this character, it is not incorrect to use the standard form of the primitive element.
諏	primitives		言取
祓	heisig_story		altar . . . chihuahua with an extra leg. [10]
祓	heisig_comment		Think of the “five-legged” dog here as some kind of an evil spirit that has to be driven out, and the odd shape should be easy to remember.
琲	heisig_story		jewel . . . un-. [12]
琲	heisig_comment		These two characters (珈 and 琲) , taken together, are the Chinese phonetic transliterations of the English word coffee, which is the principal form in which you are likely to meet them today. The key words, however, are drawn from their classical meanings.
牟	heisig_story		<u>elbow</u> . . . cow. [6]
牟	heisig_comment		This is the character classically used for the sound that a cow makes. Editor's note: This is a phonetic character. The signal primitive providing the sound is underlined.
嚢	heisig_story		needle . . . middle . . . crown . . . eight . . . celery . . . scarf. [19]
嚢	heisig_comment		Note how the elements for needle and middle share a common, vertical stroke in this particularly complex character. Editor's note: The girl was wearing a <i>grass skirt</i>, but she couldn't fit the <i>top hat</i> on because she had a <i>one</i> giant <b>cyst</b> in the <i>middle</i> of her head, like a <i>crown</i>
鼠	primitives	臼	臼[plow]丶丶丶丶[plow]乙
鼠	heisig_story		mortar . . . two plows . . . four drops . . . hook. [13]
陀	heisig_story		pinnacle . . . <u>house</u> . . . <u>spoon</u>. [7]
陀	heisig_comment		This character, originally meaning “precipitous” (roughly the same as the character of that key word already learned 険 (1.1672), is now used chiefly for its sound. It forms part of the transliteration of the name of the Buddha; hence the key word. Editor's note: This is a phonetic character. The signal primitive providing the sound is underlined.
卜	primitives		丨丶
喩	primitives	口亼刖	口[butchers]
懺	primitives	人心戈韭	心从戈韭
膏	heisig_comment		Note how the element tall is compressed in order to fit on top.
葱	primitives	艹忽丶	艹勿丶心
霞	primitives	雨又	雨叚
霞	heisig_comment		weather . . . hobby. [17]
嘔	heisig_story		mouth . . . ward. [14]
嘔	heisig_comment		The standard abbreviation of the element to the right can be seen from the following examples: 區, 歐, 毆 (old forms) vs 区, 欧, 殴 (modern abbreviations)
遡	primitives	屰月辶	朔辶
馮	primitives		冫馬
禄	heisig_comment		In the same way that Roman soliders were paid in salt (hence the word salarium), ranking functionaries in Japan’s feudal system collected their “salary” in rice.
唄	heisig_comment		This character was originally used to indicate songs accompanied by the shamisen but now most commonly refers to pop songs.
輿	primitives	臼車八	車興
輿	heisig_comment		Think of this character as entertainment with a car since the only difference between it and the character for entertainment is the substitution of the element for car in place of same. [17]
劫	heisig_comment		A kalpa is a mythical measure of time (something over 4 billion years) used in ancient India and today mainly in classic Buddhist texts
梟	heisig_story		bird . . . tree. [11]
梟	heisig_comment		Note that the “tail feathers” of the bird disappear (or are replaced by) the tree. This is the only occasion in the kanji in which the element for bird is so altered.
髭	primitives	髟此	長彡此
璽	primitives	璽	爾玉
國	heisig_story		pent-up . . . a. [11]
國	heisig_comment		The element that replaces jewel in the standard form of this character 国 (1.581) is among the new kanji learned in this book (see frame 2091 above).
亥	primitives	亥	亠厶人
妓	heisig_comment		Take care not to confuse with harlot in the previous frame.
躊	heisig_story		wooden leg . . . longevity. [14]
躇	heisig_story		wooden leg . . . renowned. [19]
躇	heisig_comment		The old form here is the element puppet which forms part of the primitive for renowned here. The difference is the addition of a final drop. This has generally disappeared today, as in the following examples: 堵, 渚, 曙, 箸 (old forms) vs 堵, 渚, 曙, 箸 (modern abbreviations).  Editor's note: It's not possible to show the old vs new versions due to discrepancies by fonts used.
鱗	heisig_comment		The scales referred to are those found on fish, dragons, and so forth.
宍	heisig_comment		This character is used for the meat of wild animals in general, particularly boar and deer—hence the choice of the key word.
晋	primitives	日並业一	日並
叡	heisig_story		wand . . . crown . . . ceiling . . . valley with eye (instead of mouth) . . . crotch. [16]
叡	heisig_comment		In order to remember the change in the element for valley, think of the clear-seeing eye that distinguishes homo sapiens.
昴	heisig_story		sun . . . receipt . . . stamp. [9]
昴	heisig_comment		Although this character is not essentially different in connotation from 昂 (frame 2449), it is used chiefly now in names.
纏	primitives	糸廛	糸广里儿土
挺	heisig_comment		This character is for counting scissors, guns, inksticks, oars, etc.
睾	heisig_story		blood . . . happiness. [14].  Editor's note: Should be in fact 'drop'.. 'net/eye'... 'happiness'...
粕	heisig_comment		The key word here refers to the sediment left in making rice saké. Its meaning is substantially the same as the character in the following frame.
薩	heisig_story		flowers . . . pinnacle . . . <u>products</u>. [16]
薩	heisig_comment		Although this character can be used as an abbreviation of bodhisattva, the full writing combines it with that in the following frame. Both of them are transliterations of Sanskrit terms. Editor's note: This is a phonetic character. The signal primitive providing the sound is underlined.
燭	heisig_story		fire . . . net . . . bound up . . . insect. [17]
燭	heisig_comment		fire . . . net . . . bound up . . . insect. [17]
隈	primitives	⻖畏	⻖田[hairpin]
綴	primitives	糸又又又又	糸叕
檜	heisig_story		tree . . . umbrella . . . one . . . pent-in . . . small . . . sun. [11]
